column	class	nn	uniquevals	isnum	frc_int	n_nonmissing	n_missing	frc_missing	n_nonrepeat	frc_nonrepeat	top3	frc_mostcommon	md5	c_empty	c_uninformative	c_ordinal	c_tm	c_tf	c_numeric	c_factor	c_safe	c_safetf	c_safenumeric	c_complex	c_reistetter	c_schmidt	c_lin	c_notin2013	c_domainexpert	c_pct	c_total	c_byarea	c_per1k	c_median	c_medianhh	c_meanhh	c_percap	c_factorarea	c_SDI	c_ADI
ACS_PCT_RENT_COST_30PCT	numeric	1711	1711	TRUE	0.001753360607832	1711	0	0	1711	1	"""10.843""; ""20""; ""20.69"""	0.000584453535944	80dadce9f542283e0e4153d737371a53	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_RENTED_HH	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""124.632""; ""373.516""; ""29.428"""	0.001168907071888	6df68567b0151e9d8be5e42aadcb19d7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE									TRUE	
ACS_PCT_VACANT_HH	numeric	1711	1705	TRUE	0.000584453535944	1711	0	0	1699	0.992986557568673	"""91.332""; ""145.6""; ""189.118"""	0.001168907071888	586db66eb06f95868b9c1668ba9607aa	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE	TRUE										
ACS_HH_SIZE	numeric	1711	1537	TRUE	0.008766803039158	1711	0	0	1382	0.807714786674459	"""20.41""; ""26.04""; ""40.27"""	0.002337814143776	1a29527165860bb7cdd0b874e9f68f89	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE												TRUE				
ACS_PCT_HH_1PERS	numeric	1711	1707	TRUE	0.001753360607832	1711	0	0	1703	0.995324371712449	"""111.866""; ""235.918""; ""276.502"""	0.001168907071888	4cfeaa069b9b567eeb79862edc1687f9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE		TRUE		TRUE	TRUE										
ACS_PCT_OWNED_HH	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""453.737""; ""521.96""; ""114.701"""	0.001168907071888	9d4c6929239c5aca084fbbde9aa1cb5a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_GRP_QRT	numeric	1711	1690	TRUE	0.007013442431327	1711	0	0	1679	0.981297486849795	"""0""; ""15.909""; ""2.315"""	0.006428988895383	19b12d6721cf692ca0c510a7ec9c23a9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_HH_PUB_ASSIST	numeric	1711	1690	TRUE	0.004091174751607	1711	0	0	1670	0.9760374050263	"""0""; ""2.772""; ""5.731"""	0.001753360607832	6627d24e4270e30456202870806f1940	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE	TRUE										
ACS_PCT_DIVORCE_SEPARAT	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""94.126""; ""118.39""; ""176.461"""	0.001168907071888	026926a23b906f31eaa124a9a09f270e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_1UP_PERS_1ROOM	numeric	1711	1695	TRUE	0.001168907071888	1711	0	0	1679	0.981297486849795	"""0""; ""6.25""; ""8.282"""	0.001168907071888	959a8051e6079e0642ed0a76a8e01af0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE
ACS_PCT_OWNER_HH_CHILD	numeric	1711	1711	TRUE	0.000584453535944	1711	0	0	1711	1	"""24.632""; ""30.019""; ""37.574"""	0.000584453535944	01641999c3119990a0b3e5148e1918df	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_RENT_HH_CHILD	numeric	1711	1708	TRUE	0	1711	0	0	1705	0.996493278784337	"""315.31""; ""386.84""; ""877.664"""	0.001168907071888	5759e2caf5180b2e82bc2a5bb265fa5e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_CHILD_DISAB	numeric	1711	1702	TRUE	0.001168907071888	1711	0	0	1693	0.98947983635301	"""17.009""; ""20.184""; ""21.183"""	0.001168907071888	87deef3dfbfd7ef201897b3835a8617a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_RENTER_65UP	numeric	1711	1709	TRUE	0.002337814143776	1711	0	0	1707	0.997662185856225	"""0""; ""255.361""; ""7.23"""	0.001168907071888	d33cb15ca8f67ba70326042d72027738	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
